Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR14,OUT049,867.9197790791052
DRC36,OUT010,415.69461259295514
FDE39,OUT019,282.0560136835995
FDP57,OUT049,1637.872326532831
FDE57,OUT046,2070.8085407156227
NCN18,OUT046,1724.5877991482878
NCQ05,OUT018,2449.207686833621
FDW47,OUT035,2023.085583234768
FDV46,OUT035,2081.6068609918784
NCP29,OUT045,981.0621942186449
FDE09,OUT018,1669.800718873171
NCU06,OUT027,5989.53247931535
FDT19,OUT010,416.8981248068913
DRF15,OUT017,2425.2261550143257
DRI51,OUT013,2780.3385984292877
NCX54,OUT013,1655.1175016962052
DRE01,OUT013,3937.3858419895523
NCB07,OUT045,3053.5246787304477
FDU50,OUT035,1889.7818280624178
FDG40,OUT035,603.2719950875864
FDW10,OUT018,2754.808758802692
FDX51,OUT013,3122.664087898424
NCP17,OUT045,997.5417134948926
FDP21,OUT035,3160.470275535917
FDL04,OUT045,1636.4944322506387
FDV23,OUT013,2096.988758261238
FDF24,OUT046,1305.8839702629637
FDH56,OUT027,2992.5442207133483
FDB51,OUT049,946.3693291724863
FDI58,OUT027,2698.978953839381
FDR20,OUT013,760.3841932432985
FDC51,OUT018,2008.9256304850298
FDB16,OUT027,2369.1718130178
FDE40,OUT049,924.0869778143897
NCM17,OUT035,669.8554997346545
FDU56,OUT035,3141.653694611816
FDS32,OUT019,301.63262973924986
FDX02,OUT049,3726.6040864049237
FDT39,OUT027,3907.5210604294866
FDE35,OUT017,856.957352613118
NCI42,OUT019,572.9748339488317
DRL23,OUT046,1643.013794044079
FDA10,OUT046,2053.2967080645208
FDA11,OUT013,1534.9044655810305
NCM06,OUT046,2499.0710635017663
NCT05,OUT035,4117.6496162011545
NCQ02,OUT010,505.15602462885676
NCY06,OUT049,2074.6531736073634
FDY56,OUT035,3768.1069146629306
FDL02,OUT035,1638.0197516306414
NCI06,OUT035,2909.7896844637003
FDQ14,OUT045,2429.0731226396615
FDQ12,OUT017,3810.954644724157
FDP36,OUT046,746.8665472181642
FDK21,OUT027,5980.845440365242
FDO40,OUT045,2449.897845770332
NCK54,OUT019,285.51298928060316
FDY09,OUT018,2875.9251227525906
NCW30,OUT049,4116.335544311564
NCC55,OUT027,1248.3099008412426
FDE58,OUT018,1882.5816324178604
FDR39,OUT013,3030.785623526178
FDU28,OUT049,3086.9273112274595
FDH08,OUT017,3827.938165297229
FDG35,OUT045,2926.986887014136
FDG22,OUT049,609.4461912887624
FDC34,OUT035,2534.0287837357705
FDP15,OUT018,3665.302539361138
FDK34,OUT010,570.5619413214329
FDU45,OUT035,1932.3212087045717
FDQ04,OUT027,1252.8535025053939
FDX22,OUT018,3284.0467829900545
FDB45,OUT017,1639.208690613291
NCH43,OUT027,5988.022764251488
DRE60,OUT046,3638.4953187855467
FDD17,OUT027,5980.845440365242
NCM54,OUT017,2099.0701650085834
NCH55,OUT013,2111.5582139035446
NCT06,OUT017,2687.6048792344345
FDA48,OUT027,5980.845440365242
FDY58,OUT027,5989.53247931535
FDO25,OUT045,3445.7531203991703
FDN50,OUT045,1487.6964985823902
FDH35,OUT035,2629.369601559291
FDK09,OUT045,3687.854075484439
FDO16,OUT013,1422.2785231975695
FDW11,OUT045,1032.914022546249
FDU47,OUT027,3128.6263479843356
NCQ42,OUT010,291.5177216027788
FDK55,OUT027,2501.4265135060314
FDN08,OUT049,1935.7560697172012
FDT57,OUT045,3900.6219822268317
FDJ12,OUT018,3247.6230595892957
DRL59,OUT017,767.4110169834295
NCN53,OUT046,615.6245938997677
FDO51,OUT010,130.36953952429266
FDK56,OUT017,3117.8387838996823
FDY12,OUT035,785.5955537354941
FDU15,OUT035,604.7900471255442
FDQ19,OUT046,4071.2132226682297
DRF15,OUT045,2462.657679620648
DRE25,OUT019,232.46253706250624
FDK57,OUT018,1938.0515030913857
FDD33,OUT010,566.8233662063872
FDR34,OUT027,5989.53247931535
FDU04,OUT045,2054.355954749397
FDE35,OUT019,132.6684912942849
NCD31,OUT035,2765.1582223825803
FDJ56,OUT035,1612.450214058809
NCU53,OUT046,2683.6102344784185
FDD39,OUT035,3481.261417453728
NCU17,OUT019,250.24714838492443
FDJ20,OUT046,2054.2899751252703
NCW41,OUT018,2603.2013184438565
FDL52,OUT035,634.5086544793395
FDS39,OUT035,2078.0679186980906
DRJ47,OUT045,2805.103271689628
FDP13,OUT010,130.36953952429266
DRK39,OUT010,194.9383183534013
FDF28,OUT010,284.8955157272161
FDB09,OUT045,2039.2933540500435
FDM51,OUT046,1614.1403631832447
DRM49,OUT018,709.999247645426
DRF23,OUT013,2828.284792414925
DRH01,OUT035,2833.9771373284393
FDH12,OUT027,2867.6378616227566
FDA28,OUT019,288.03011916238825
FDW37,OUT018,1408.4347015632425
FDF02,OUT046,1642.6498641312708
DRL37,OUT046,677.152720625278
NCF43,OUT046,2075.527184441866
FDH08,OUT010,571.487910387543
FDR34,OUT019,574.893062684788
NCK19,OUT049,3173.9695405624834
NCD55,OUT018,656.4724828242297
FDT27,OUT049,3799.9006705769307
FDQ57,OUT045,2441.127782148198
FDA47,OUT035,2616.4766224877294
DRG15,OUT027,1448.2643207210492
FDE05,OUT018,2393.4401738781653
FDN46,OUT046,1626.5070195907128
FDX27,OUT027,2585.716933043909
FDT51,OUT045,1708.9040836680317
FDU33,OUT013,715.3318967565506
FDJ16,OUT027,1394.6306093034152
FDD20,OUT019,282.93336960187975
FDT36,OUT049,607.863761248885
DRF15,OUT027,3881.037972173377
FDN52,OUT010,209.26902568654182
FDC22,OUT027,5466.589045081802
FDX15,OUT045,2601.7551853277096
FDT13,OUT013,3119.495562549544
FDU04,OUT017,2101.1272159384976
FDU31,OUT019,576.964591282874
FDW59,OUT027,2365.5024193960367
NCO29,OUT046,2722.783564391085
FDL15,OUT035,2465.7096879777687
FDI41,OUT049,2443.607615335135
FDQ48,OUT049,1609.6634396984962
DRI39,OUT013,927.726211725081
FDI08,OUT013,4155.326130250436
FDC21,OUT049,1700.7627751814941
FDF58,OUT035,969.2548179944698
FDS08,OUT010,430.19447951474126
FDE47,OUT045,2035.7860635303766
NCP18,OUT019,362.93910212096637
NCR41,OUT013,1575.2804834562066
FDA27,OUT013,4156.049451819769
FDA43,OUT035,3139.9398655561545
FDA49,OUT045,1367.1070749166474
NCE55,OUT018,2941.1044316005673
DRM49,OUT027,1259.0057381775418
FDF22,OUT027,5977.318000438187
FDQ15,OUT018,1307.2345955169853
NCS54,OUT017,2996.3784817035466
NCY05,OUT013,645.1317340923786
FDR45,OUT046,3972.180737213564
FDK57,OUT049,2046.4385475705606
FDF41,OUT010,567.0281034472022
FDV21,OUT046,2081.917255711806
FDD51,OUT046,743.2187884511815
FDF33,OUT046,1669.0393013899604
FDA38,OUT046,4055.107988871336
FDR56,OUT045,3123.8773598614484
NCN41,OUT017,2088.8081649153155
FDC60,OUT027,2445.4949943497086
FDB47,OUT045,3424.2084347632444
DRH01,OUT013,2830.2837690497404
FDW08,OUT046,1642.8254941466666
FDF38,OUT027,1250.9730150059263
FDY32,OUT017,2595.6490751388856
FDG34,OUT049,1663.397932003953
FDG47,OUT019,564.2850480206232
NCF18,OUT035,3064.8511551022093
FDL39,OUT019,449.3963474945515
NCH55,OUT035,2047.9656743866462
DRJ35,OUT049,929.1694703120115
FDS44,OUT035,3942.472506466949
DRE01,OUT018,3637.0111870925666
FDY39,OUT013,3127.2073393954815
FDY32,OUT018,2553.7659108064895
FDR33,OUT027,2980.0234513970495
NCP50,OUT049,1303.5599086992002
FDZ47,OUT018,1583.9243122631424
FDU57,OUT049,2452.943798301193
FDY44,OUT013,3116.954536310434
DRH59,OUT018,1144.4020335493872
FDB03,OUT027,5980.845440365242
FDY46,OUT045,3059.352799135775
FDM39,OUT045,2879.4271671485512
FDY36,OUT035,1175.470533421729
NCM55,OUT035,3146.2453276974993
FDJ50,OUT010,130.36953952429266
DRL60,OUT013,2415.0265694692253
NCJ54,OUT049,3790.709921119118
FDX59,OUT017,591.9737274872604
FDI07,OUT013,3194.607819591539
DRF51,OUT010,130.36953952429266
FDM14,OUT017,1666.1048116602806
FDP21,OUT045,3151.9963422394267
FDE40,OUT035,995.9916342423963
FDE05,OUT035,2440.062830387329
FDM13,OUT027,3128.6263479843356
FDC34,OUT027,4114.041663375662
NCI55,OUT018,2018.2867989625322
NCE43,OUT018,2746.6497567980527
FDW58,OUT018,1628.161254973446
FDG60,OUT045,3911.333494810573
FDV31,OUT017,2846.8514251437828
FDR47,OUT013,3027.930978790375
FDM60,OUT019,130.36953952429266
NCF06,OUT018,3771.8377505069907
NCN26,OUT027,3014.4103681659058
FDQ59,OUT049,1377.1657414395918
FDF09,OUT046,615.1431975810318
NCS06,OUT017,4058.0613659902697
FDT44,OUT046,1955.0905350023222
FDI19,OUT017,3931.053424637992
FDT22,OUT017,913.237441539407
NCF54,OUT027,4329.193443752992
DRG25,OUT045,3162.973825265988
FDB59,OUT017,3076.2355794459063
FDQ37,OUT017,3052.944772404523
FDP56,OUT035,743.7839678319115
FDW44,OUT035,2883.099434378508
FDJ26,OUT010,565.7112918275138
FDU43,OUT018,3659.6749076825467
FDW33,OUT045,1643.1607296450425
NCX53,OUT027,3163.1868800282446
FDN56,OUT010,356.8692476345906
DRF15,OUT049,2435.855767216639
FDO33,OUT017,1923.781618057586
FDZ39,OUT010,241.90509986582944
NCJ19,OUT017,858.7894872944744
FDU01,OUT035,3105.2222381148954
FDT12,OUT035,3771.7725883533176
NCM18,OUT018,980.9339173924775
FDP19,OUT017,2089.417453247248
NCR42,OUT049,611.1343957430843
FDN10,OUT046,1958.668454864898
FDG44,OUT017,858.2058148756856
FDQ10,OUT046,2879.4695707833225
DRH13,OUT049,1641.9646410670662
FDT52,OUT013,4091.9655917148007
FDM56,OUT045,1705.8835422029254
NCO43,OUT010,241.84137701685276
NCV29,OUT035,3025.576558078174
NCF06,OUT013,4154.769708323074
FDO50,OUT035,1398.38053024373
FDT59,OUT013,3869.509891857929
FDX40,OUT027,1246.8159593642276
FDE50,OUT017,3077.1113430559726
FDX51,OUT017,3159.4305743756136
NCD30,OUT018,1582.7688910722934
FDK15,OUT013,1631.1386527380998
FDL12,OUT045,934.4428296999984
FDK46,OUT017,4073.1738430695286
DRH49,OUT010,185.28157499296583
FDQ57,OUT046,2442.6403858492863
FDY59,OUT017,1434.1311977122323
FDO09,OUT018,3742.1528993997617
NCG30,OUT035,2047.482325257232
FDM09,OUT017,2775.0479374410074
NCN17,OUT027,2820.758704655529
NCS42,OUT013,1450.9257472937447
FDD02,OUT019,279.90534953656726
FDE34,OUT013,3123.323169940601
FDU38,OUT045,3144.386578623171
FDB33,OUT046,2604.7136144654814
NCJ29,OUT017,1378.882619887257
FDZ27,OUT035,742.7884660013067
FDI40,OUT013,1619.5639514138468
FDG22,OUT013,650.1285548094877
FDT51,OUT017,1723.8726398627505
FDF20,OUT018,3008.8872366415612
FDV50,OUT035,2035.3568352882512
FDT02,OUT049,609.6163437051265
DRC49,OUT017,2416.7568398129065
FDF26,OUT049,2413.8709073907385
FDV52,OUT035,1980.9594287909897
FDX59,OUT049,607.863761248885
FDV25,OUT035,3646.2790175989558
FDW23,OUT027,1248.6899175490935
FDE53,OUT018,1628.5450166934693
FDA19,OUT017,2094.5364889078405
FDH22,OUT046,2055.0016032953126
NCO41,OUT013,1595.561491570152
FDX12,OUT017,4010.073396885261
FDF17,OUT013,3105.593342328743
FDS11,OUT045,3711.8809016910823
FDR51,OUT035,2447.6111381221735
FDT49,OUT010,240.50341052369188
FDC56,OUT013,2082.3557588309354
FDR13,OUT027,3010.8915528580756
FDQ60,OUT035,2028.812055272591
FDN38,OUT049,4053.3538729664574
NCL29,OUT013,2553.085364260914
FDO13,OUT027,4316.16047911117
FDE26,OUT018,2366.478579677461
FDA31,OUT010,413.8275805161301
FDX14,OUT035,1173.1211808437024
FDA34,OUT045,2965.3695060982045
FDF26,OUT013,2408.141294966883
FDE38,OUT045,2747.421495031921
DRI11,OUT046,1896.0614725478051
FDQ60,OUT027,3014.4103681659058
FDL21,OUT027,1251.3877361803802
DRC12,OUT027,5473.806341318075
FDC47,OUT046,3689.879569727647
FDE57,OUT045,2050.9828770294644
FDT14,OUT045,2030.2834715306515
NCZ53,OUT046,3179.4258852364183
FDE28,OUT018,3534.260486419469
FDR19,OUT035,2451.8062257234096
NCF54,OUT019,417.022912873101
FDZ08,OUT046,1338.7643693348625
NCJ05,OUT018,2457.799719258708
FDF59,OUT046,2055.385545626773
NCO05,OUT035,1631.2737981987377
FDW24,OUT018,732.3442011002702
NCX42,OUT018,2833.8348770504485
NCA53,OUT035,743.524928844654
FDI45,OUT019,421.3976168726615
FDG46,OUT046,1867.2963684021308
FDM20,OUT010,571.487910387543
FDW11,OUT010,132.84723359949803
FDX08,OUT035,3023.3522375546972
NCK17,OUT035,647.7492716780765
FDK32,OUT018,2416.481441549127
NCA42,OUT035,2621.8027551426767
DRI01,OUT035,2856.6827749486297
NCL55,OUT049,4005.960859889235
DRE25,OUT018,1482.404444611436
FDD14,OUT017,3054.0699545155567
FDB10,OUT046,3872.1014376101857
DRN11,OUT035,2421.910559116252
FDP38,OUT018,740.5190895826735
NCA30,OUT017,3034.751220176628
FDT15,OUT017,3141.033046781538
NCP55,OUT018,878.2218689449894
FDF12,OUT035,2410.7577534633324
FDM21,OUT018,3727.4784533853976
FDX56,OUT035,3378.7237381798277
FDF10,OUT017,2455.191117107984
FDT32,OUT045,3048.9020147563324
FDM51,OUT018,1604.4479644977694
NCR50,OUT018,2502.2757719137508
FDI19,OUT049,3974.4521992921195
FDX21,OUT017,1665.011392907158
FDR31,OUT035,2438.1863820141502
FDY02,OUT013,4161.9406594054835
NCA29,OUT045,2973.3077843019646
NCX17,OUT046,3706.316815102689
FDM12,OUT045,3105.880260413047
FDI53,OUT027,4245.707470273463
NCU30,OUT049,2794.690821828504
FDC56,OUT027,3033.552631406111
FDK27,OUT018,2008.6892254124957
NCK18,OUT017,2892.4391352918947
FDB52,OUT019,570.0802985087041
DRG25,OUT027,5060.827133105235
FDZ13,OUT049,772.1660828204602
FDB57,OUT019,570.710183560048
FDR40,OUT046,1338.9399897423189
NCO14,OUT019,130.36953952429266
NCN19,OUT045,3158.3863030853404
FDQ28,OUT019,370.7128397874149
FDO13,OUT018,2558.085063453732
FDK48,OUT013,1372.5627608465034
FDU07,OUT018,2418.3258351612835
FDW20,OUT046,2079.9338985760337
FDV12,OUT010,239.95324160942695
FDH24,OUT013,2591.984391097314
FDV59,OUT049,3515.169209759082
FDK57,OUT045,2020.4655968847273
FDL16,OUT027,1259.0057381775418
NCQ17,OUT046,2537.157494243887
FDJ15,OUT018,3030.4949194280503
FDX24,OUT049,1428.2361391054903
FDT47,OUT046,1532.037780576837
FDT10,OUT049,921.5244018340233
FDZ37,OUT018,1402.7433732700767
FDW43,OUT027,5989.53247931535
DRN36,OUT017,1504.0464315693791
FDJ14,OUT045,1299.673304399715
FDA32,OUT013,3470.707267378784
FDJ38,OUT019,510.2528455661557
FDQ57,OUT017,2439.290555896378
NCQ41,OUT019,524.5881195214231
FDG56,OUT049,929.9357122420538
DRC13,OUT027,3097.360224764158
FDV55,OUT035,2467.4806947663255
FDQ49,OUT045,2602.6301018251775
FDE29,OUT010,132.6684912942849
FDR03,OUT013,3379.1411740477347
FDD45,OUT049,1420.407680558222
FDN38,OUT010,568.1037931220402
FDT56,OUT046,874.0582981952683
FDT48,OUT045,3226.981773010179
FDU03,OUT049,2937.653848866021
FDC56,OUT010,272.6138053865028
NCO43,OUT027,2811.7803879081066
FDQ27,OUT017,1639.0878892278008
FDR03,OUT046,3438.7694113622656
DRH23,OUT010,130.36953952429266
FDG22,OUT045,635.0930299671948
NCJ42,OUT013,1650.1188787022072
FDR24,OUT046,1388.3966087949502
FDW60,OUT035,2969.9909634548026
FDJ08,OUT013,3104.4392610847494
DRL59,OUT018,769.7517903027235
FDG60,OUT010,568.3970038175281
FDW27,OUT017,2491.3311877489887
FDX14,OUT018,1313.4736199538459
FDC20,OUT013,923.6256930411428
NCS29,OUT018,3847.897282844371
FDJ56,OUT046,1617.7635046366868
FDB20,OUT019,162.25828819075016
FDL28,OUT027,5980.845440365242
FDW01,OUT018,2410.961652298127
FDL03,OUT046,3092.9819420362014
FDX22,OUT049,3548.806392846059
FDJ21,OUT035,2472.1831134625922
FDR31,OUT045,2432.0157148617564
FDG21,OUT035,2474.6526983878152
FDS22,OUT027,1255.8849835338551
FDK08,OUT035,1607.1415062591313
FDE17,OUT018,2391.642709186821
NCN30,OUT017,1519.5802306811145
FDT50,OUT046,1553.8158595234852
NCX42,OUT049,2781.048822463821
FDJ12,OUT035,3508.3873398666947
NCA18,OUT027,3014.4103681659058
FDP23,OUT019,569.4191456981564
FDX12,OUT013,4100.02123417508
FDN40,OUT018,2376.5993526133484
FDV48,OUT035,1286.0170282249526
NCY54,OUT013,2868.106656428337
FDL16,OUT010,130.36953952429266
FDR45,OUT018,3669.091900162287
FDJ52,OUT046,2652.9173191764507
DRG01,OUT017,1251.8945532739065
FDP52,OUT013,3848.1384701336847
FDU58,OUT017,3142.546318766452
FDL02,OUT045,1639.3688149229158
FDG28,OUT013,4105.607411777215
FDA19,OUT035,2035.9043384932736
FDW46,OUT027,1460.0243921462318
NCD43,OUT049,1639.5256048102792
DRG39,OUT013,797.6430902247083
NCF55,OUT049,611.4345886189587
FDJ07,OUT046,1966.9493672807619
FDE08,OUT046,2440.2247722186758
FDP56,OUT019,130.36953952429266
FDT45,OUT045,831.0094016044401
FDF17,OUT018,2996.948728159169
FDX44,OUT046,1384.028617555925
FDM28,OUT027,4822.829283258562
FDI36,OUT049,3182.7355995365924
FDS07,OUT045,1927.2249018077218
FDD36,OUT045,1949.8346874356605
FDW11,OUT046,942.3081021932395
FDN40,OUT049,2440.164563988465
NCQ18,OUT049,1568.9412885592535
NCQ54,OUT017,2899.0772906925
NCS42,OUT045,1405.0252281748024
DRH39,OUT010,146.35835472902562
FDC09,OUT027,2827.9129256790343
FDT08,OUT010,360.01477900537395
FDC08,OUT035,3785.532741563678
FDT20,OUT017,593.8109210533679
FDS35,OUT035,1025.9675780815799
FDX58,OUT018,3011.2364301974635
FDW58,OUT046,1643.9122196783717
DRD27,OUT046,1608.7366883635557
FDH32,OUT019,240.94477748198594
FDS26,OUT035,4113.201047378548
FDQ31,OUT046,1383.9209242412703
FDP11,OUT018,3226.6398900742643
FDD58,OUT017,1618.4066740093951
FDM33,OUT045,3430.264751988622
FDZ16,OUT049,3132.5079080035275
NCS29,OUT010,575.4668931544196
NCM18,OUT019,132.6684912942849
FDP11,OUT049,3499.393646775215
NCC42,OUT017,2111.820509810919
DRM23,OUT046,2815.491509882554
NCN55,OUT027,5989.53247931535
FDK46,OUT013,4160.736184846747
FDR01,OUT046,3190.624884303913
NCA05,OUT045,2469.1636063330097
NCP43,OUT017,2895.518876775815
FDR12,OUT010,403.54306978149776
FDQ01,OUT013,4045.2034381837357
FDM13,OUT046,2061.8111883120737
FDQ19,OUT017,4029.7730691351767
FDK56,OUT019,489.6833276386208
NCX06,OUT010,468.5448981237883
FDO56,OUT027,3014.4103681659058
FDU45,OUT045,1813.650240380945
FDI16,OUT019,130.36953952429266
FDL32,OUT046,1893.2892544074812
FDA07,OUT046,2049.2202099761016
FDA14,OUT045,2432.4475955262733
FDV46,OUT027,3128.6263479843356
NCO07,OUT035,3535.155089007953
NCP41,OUT046,1651.5912992691467
FDY60,OUT018,2041.5506421175521
FDN38,OUT017,3998.340103197204
FDO15,OUT046,1141.733677194653
FDT60,OUT013,2094.7303458409165
FDA55,OUT035,3775.56146387095
FDE02,OUT010,230.95646921482097
DRJ39,OUT049,3609.7084327323496
FDV34,OUT035,1120.7670499123292
FDS20,OUT027,5062.470119178567
FDF02,OUT027,2827.9129256790343
FDW40,OUT017,2162.040074471475
NCB43,OUT046,3084.684472096606
FDR58,OUT017,1391.4423244370298
DRJ59,OUT035,643.2220897655693
NCD30,OUT017,1614.368822002332
FDE14,OUT017,1573.062253080667
FDC28,OUT018,1631.8350930663905
FDU16,OUT018,1362.523673511032
NCD19,OUT035,865.3187807978616
FDU21,OUT046,613.5718185676517
FDV59,OUT027,5988.022764251488
FDU03,OUT045,3096.6564233515987
FDC33,OUT010,566.5413234203693
NCR42,OUT035,604.937408587717
DRH59,OUT035,1175.0989198022512
NCM31,OUT035,2091.0098898740825
FDS50,OUT035,3697.42379781736
FDP39,OUT046,796.850078246971
FDQ55,OUT013,2000.2459847232133
FDV36,OUT019,291.574349208214
FDI05,OUT027,1923.1360001104563
FDS45,OUT027,2869.604406584499
FDA39,OUT045,639.1914051485725
FDC37,OUT010,252.0437255169767
FDJ60,OUT027,4318.825777942664
DRQ35,OUT046,2046.418158915086
NCJ06,OUT046,2045.903019223588
NCY42,OUT018,2436.608537706239
DRM37,OUT049,3194.953996686765
FDR14,OUT045,770.6934578319634
FDE51,OUT049,687.9908356481574
FDT33,OUT017,2764.079028480716
FDR08,OUT013,1836.1164175457566
FDE36,OUT010,395.2951985516445
FDL22,OUT019,227.33710686334564
FDR44,OUT013,2119.6487248860467
FDI56,OUT019,217.9712701085427
FDE47,OUT010,286.85271746391487
FDV27,OUT010,214.40933368626457
FDV10,OUT049,658.3345065931973
FDC40,OUT045,1256.6784173515432
NCX41,OUT013,3452.1291073365055
NCQ38,OUT027,2831.5900473962906
FDV12,OUT027,2820.758704655529
FDE52,OUT017,1378.425330295208
FDG20,OUT027,4647.518941127507
FDV16,OUT027,1246.8159593642276
FDI32,OUT017,1920.9953252298164
FDJ32,OUT049,946.7310197882097
FDN39,OUT018,2700.1591738933703
FDY34,OUT017,2884.5007588803974
FDC14,OUT035,648.9885185080617
FDA55,OUT017,3789.832967397693
FDZ50,OUT010,464.3844717984206
DRG13,OUT049,2664.570069150729
FDP01,OUT013,2440.1652628788906
NCG54,OUT017,2863.74628642871
FDM13,OUT045,2045.704723364218
NCO18,OUT027,4800.809710310657
NCW41,OUT013,2556.6192613616704
FDM52,OUT027,3840.2133707720996
NCF55,OUT035,605.2376014635915
FDT09,OUT046,2096.0950029559226
NCM19,OUT035,1713.9230853649672
FDW12,OUT018,2393.7318923409066
FDP15,OUT019,564.5261154033025
FDK36,OUT045,743.0971585507036
FDZ25,OUT035,2902.572885451136
NCW06,OUT049,3143.187850216085
FDW60,OUT046,3001.904910252905
DRC49,OUT013,2410.5766588829756
NCT17,OUT035,3143.4152790831413
NCN06,OUT018,2616.0422723911283
FDC45,OUT013,2794.8052206167217
DRJ47,OUT019,413.1001642524747
NCF06,OUT045,4096.653960114915
FDE21,OUT010,272.1135034864605
DRG27,OUT013,678.7753394994182
FDW40,OUT049,2084.2492329716783
NCO53,OUT046,3138.4921166555578
FDE23,OUT049,696.4587101601632
FDQ16,OUT046,1661.6324403364881
FDS26,OUT045,4091.014159912526
FDZ13,OUT010,130.36953952429266
FDS14,OUT049,2462.0857870209807
FDC10,OUT045,1970.0685799887008
FDY16,OUT049,3142.0359915912372
FDJ20,OUT035,2043.210331372289
FDV43,OUT035,666.8236697928871
FDZ32,OUT027,2834.8556610568066
FDR23,OUT046,2842.956459124804
FDN24,OUT035,823.6464842464834
FDE34,OUT027,5051.064522997153
FDU31,OUT013,3502.106682256924
FDW33,OUT018,1630.750657507219
FDU26,OUT046,1949.9424040702556
FDE20,OUT027,4325.182166456777
NCW05,OUT035,1643.6114855758224
FDB22,OUT018,2389.680379682942
FDO56,OUT046,1941.6502219588326
FDA19,OUT027,3122.9122421899165
DRI39,OUT045,869.8482597730948
FDH52,OUT018,939.8708532903398
FDZ50,OUT035,3168.430739451343
NCN42,OUT035,2504.5951608885644
FDB53,OUT013,2423.697150520513
DRG11,OUT017,1671.0239194597038
DRK11,OUT027,3844.709609520838
FDQ60,OUT017,2082.72508073243
FDT36,OUT017,591.9737274872604
DRG25,OUT018,3029.280033326504
DRJ23,OUT046,3082.019940546067
FDG05,OUT035,2555.5429931600866
NCK06,OUT018,2014.5872169998224
FDU52,OUT017,2431.3294242843463
FDW07,OUT018,1397.8072197048753
NCM17,OUT045,694.8768810519309
FDA22,OUT045,2786.6982359294425
NCA41,OUT018,2961.4997343799846
FDF38,OUT035,650.3986996414843
FDH52,OUT046,958.600853485267
FDY58,OUT019,577.5382919873705
FDZ16,OUT045,3095.7298940254177
NCM18,OUT017,947.3551888701107
FDA22,OUT018,2676.6662812537024
NCJ43,OUT035,2916.905042289521
FDI34,OUT027,5980.845440365242
FDG56,OUT046,954.9387546280493
FDS34,OUT046,1947.0224111509367
DRC01,OUT035,749.7480329141647
FDQ04,OUT035,637.9920961755529
FDK04,OUT035,867.2013801998276
FDT51,OUT049,1706.0743285239787
FDV26,OUT017,3050.324032705498
FDS04,OUT049,2078.4760548260783
FDW43,OUT018,3577.5938380751904
FDQ28,OUT010,368.653055964345
NCK06,OUT017,2107.7461765561347
FDS23,OUT018,2011.208480867176
FDZ36,OUT019,501.67871402851773
FDE56,OUT018,971.8880005278942
FDW10,OUT027,4635.837819715967
NCN14,OUT045,3058.864571029181
NCQ18,OUT045,1596.9373459787003
FDW08,OUT017,1656.6752941716984
FDU43,OUT035,3957.582786041709
FDR33,OUT010,256.1648140722746
FDM24,OUT010,357.248052294115
NCZ05,OUT046,1647.3539302616236
NCV41,OUT035,1791.6818652779577
FDV11,OUT018,2798.114115539826
NCY05,OUT035,604.6110826061058
FDV44,OUT018,2990.200655626228
FDW32,OUT049,1329.4484890278047
NCU18,OUT027,3146.7548554073546
NCC43,OUT035,4040.3968617131345
FDW19,OUT013,1728.3896469065085
FDN31,OUT035,3144.881281118847
FDI48,OUT045,751.1904597862393
FDS24,OUT017,1384.5141376546674
FDF46,OUT049,1959.9105359278064
DRG23,OUT017,2408.8519225251907
FDG14,OUT018,2385.01225721828
NCY30,OUT049,2944.4708491532133
FDO28,OUT018,2006.5023729205839
DRD24,OUT035,2062.2025319770196
FDI33,OUT049,1383.1937869965075
FDN32,OUT046,3157.826882971214
FDR16,OUT045,3469.094864436342
FDF26,OUT046,2437.803250099329
NCN29,OUT018,731.5855464168512
FDE20,OUT045,2917.824224560889
FDA46,OUT046,3167.1438746373633
FDU28,OUT045,3049.452347837923
FDQ48,OUT045,1612.2859725667527
FDV36,OUT013,2130.3957876345316
FDR14,OUT018,824.880878980617
FDP23,OUT017,3552.808295435706
FDP56,OUT013,769.6906460885733
FDK48,OUT010,147.40959227137125
FDR48,OUT046,2458.3426497020064
NCY29,OUT049,869.1575919397623
FDM22,OUT018,837.5295283463852
DRJ01,OUT013,2573.628588789464
FDZ43,OUT045,4032.7949936830705
FDV03,OUT035,2498.637688658624
FDX11,OUT027,4946.320961037869
NCA41,OUT027,5506.034804793237
FDE38,OUT017,2725.8514964082133
FDI27,OUT018,729.3941793057294
FDN32,OUT013,3098.2471820504834
NCN43,OUT017,2110.0496954444593
FDB47,OUT027,5919.363040232078
FDV03,OUT017,2484.895905671218
NCN30,OUT045,1598.8760226449422
NCV54,OUT010,279.1002939090295
FDV07,OUT013,1696.0267741980488
FDP07,OUT049,3103.0323748141177
FDK48,OUT018,1116.6263524119288
FDM15,OUT019,358.68268062951284
FDY19,OUT027,3014.4103681659058
FDK46,OUT046,4133.940090311711
FDY11,OUT045,1032.356174363706
FDH09,OUT046,783.4910629006249
FDO08,OUT027,4316.16047911117
FDU14,OUT013,4145.4644365522245
FDD22,OUT027,2991.1360041617404
FDM27,OUT017,2507.328734127761
FDL02,OUT027,2842.4282897548624
NCA17,OUT035,2476.058520170102
FDE38,OUT019,396.95942179711534
NCG07,OUT049,3166.743902914169
DRC27,OUT013,4077.6806078003933
FDA27,OUT035,4124.9040591842895
FDW40,OUT045,2073.409975869427
DRI11,OUT013,1969.726845775801
